RevenueTransactionID,FinancialYear,TransactionDate,RegionCode,RevenueCentre,RevenueStream,CustomerCategory,ReceiptReference,BudgetedRevenue,ActualRevenue,Variance,CollectionChannel,ReconciliationStatus,BankingDate,DaysToBank,ResponsibleRole,ExceptionFlag,Month,FYMonthNumber
REV-000851,FY2025/2026,2026-01-18,RG-01,CC-005,Licensing Fees,International Organisation,RCP-782831,181000,182000,1000,MPESA,Reconciled,2026-01-21,3,Revenue Manager,No,January,7
REV-000852,FY2025/2026,2026-03-17,RG-06,CC-019,Inspection Fees,Private Company,RCP-434643,113000,94000,-19000,Cash,Reconciled,2026-03-27,10,Revenue Manager,Yes,March,9
REV-000853,FY2025/2026,2025-12-01,RG-01,CC-009,Training Fees,Government Agency,RCP-677372,579000,513000,-66000,Cash,Reconciled,2025-12-02,1,Revenue Manager,No,November,5
REV-000854,FY2025/2026,2025-11-07,RG-01,CC-011,Consultancy Income,NGO,RCP-373485,259000,157000,-102000,MPESA,Reconciled,2025-11-15,8,Revenue Manager,Yes,November,5
REV-000855,FY2025/2026,2026-02-19,RG-04,CC-017,Publication Sales,NGO,RCP-234185,545000,557000,12000,MPESA,Reconciled,2026-03-05,14,Revenue Manager,Yes,February,8
REV-000856,FY2025/2026,2025-08-14,RG-05,CC-018,Consultancy Income,Government Agency,RCP-701670,381000,293000,-88000,Bank Transfer,Reconciled,2025-08-22,8,Revenue Manager,Yes,August,2
REV-000857,FY2025/2026,2025-12-04,RG-02,CC-028,Service Fees,Government Agency,RCP-742805,540000,509000,-31000,Online Portal,Unreconciled,2025-12-13,9,Revenue Manager,Yes,December,6
REV-000858,FY2025/2026,2026-04-29,RG-01,CC-023,Certification Fees,Individual,RCP-306424,269000,260000,-9000,Cheque,Reconciled,2026-05-06,7,Revenue Manager,Yes,April,10
REV-000859,FY2025/2026,2025-10-03,RG-01,CC-008,Inspection Fees,Individual,RCP-918296,648000,682000,34000,Online Portal,Reconciled,2025-10-05,2,Revenue Manager,No,October,4
REV-000860,FY2025/2026,2026-05-22,RG-07,CC-020,Consultancy Income,International Organisation,RCP-763133,125000,116000,-9000,Bank Transfer,Reconciled,2026-06-05,14,Revenue Manager,Yes,May,11
REV-000861,FY2025/2026,2025-08-20,RG-08,CC-021,Training Fees,Private Company,RCP-902629,674000,642000,-32000,Online Portal,Reconciled,2025-09-01,12,Revenue Manager,Yes,August,2
REV-000862,FY2025/2026,2025-07-25,RG-01,CC-012,Inspection Fees,Private Company,RCP-104114,658000,499000,-159000,Bank Transfer,Reconciled,2025-08-07,13,Revenue Manager,Yes,July,1
REV-000863,FY2025/2026,2025-08-26,RG-01,CC-011,Consultancy Income,Individual,RCP-535432,543000,564000,21000,Online Portal,Reconciled,2025-08-27,1,Revenue Manager,No,August,2
REV-000864,FY2025/2026,2026-05-30,RG-02,CC-022,Consultancy Income,International Organisation,RCP-429263,185000,174000,-11000,Cheque,Reconciled,2026-06-06,7,Revenue Manager,Yes,May,11
REV-000865,FY2025/2026,2026-01-01,RG-01,CC-010,Licensing Fees,Individual,RCP-598165,148000,136000,-12000,Bank Transfer,Reconciled,2026-01-07,6,Revenue Manager,Yes,January,7
REV-000866,FY2025/2026,2025-11-15,RG-01,CC-003,Service Fees,Private Company,RCP-700360,778000,831000,53000,Cheque,Unreconciled,2025-11-16,1,Revenue Manager,No,November,5
REV-000867,FY2025/2026,2026-02-04,RG-02,CC-029,Licensing Fees,NGO,RCP-970637,706000,573000,-133000,Cheque,Reconciled,2026-02-09,5,Revenue Manager,No,February,8
REV-000868,FY2025/2026,2025-09-18,RG-02,CC-029,Consultancy Income,NGO,RCP-950056,529000,493000,-36000,Online Portal,Unreconciled,2025-09-30,12,Revenue Manager,Yes,September,3
REV-000869,FY2025/2026,2026-03-22,RG-02,CC-015,Service Fees,Individual,RCP-381292,262000,176000,-86000,Bank Transfer,Reconciled,2026-04-03,12,Revenue Manager,Yes,March,9
REV-000870,FY2025/2026,2025-10-14,RG-04,CC-017,Certification Fees,Government Agency,RCP-522173,176000,164000,-12000,Cash,Pending,2025-10-15,1,Revenue Manager,No,October,4
REV-000871,FY2025/2026,2025-09-25,RG-02,CC-028,Training Fees,International Organisation,RCP-591387,544000,332000,-212000,Online Portal,Reconciled,2025-09-29,4,Revenue Manager,No,September,3
REV-000872,FY2025/2026,2026-05-27,RG-04,CC-025,Publication Sales,Individual,RCP-570320,269000,251000,-18000,Bank Transfer,Reconciled,2026-06-09,13,Revenue Manager,Yes,May,11
REV-000873,FY2025/2026,2025-07-16,RG-01,CC-003,Facility Hire,International Organisation,RCP-775185,196000,145000,-51000,Bank Transfer,Reconciled,2025-07-25,9,Revenue Manager,Yes,July,1
REV-000874,FY2025/2026,2025-10-09,RG-03,CC-027,Inspection Fees,NGO,RCP-122485,768000,652000,-116000,Bank Transfer,Reconciled,2025-10-11,2,Revenue Manager,No,October,4
REV-000875,FY2025/2026,2025-12-01,RG-01,CC-014,Inspection Fees,Individual,RCP-699641,166000,122000,-44000,Cheque,Reconciled,2025-12-03,2,Revenue Manager,No,November,5
REV-000876,FY2025/2026,2025-08-07,RG-04,CC-026,Training Fees,Government Agency,RCP-284326,144000,131000,-13000,Online Portal,Reconciled,2025-08-12,5,Revenue Manager,No,August,2
REV-000877,FY2025/2026,2025-08-19,RG-01,CC-013,Inspection Fees,Individual,RCP-613728,210000,242000,32000,Online Portal,Reconciled,2025-08-30,11,Revenue Manager,Yes,August,2
REV-000878,FY2025/2026,2026-02-19,RG-02,CC-022,Training Fees,International Organisation,RCP-380092,204000,150000,-54000,Online Portal,Reconciled,2026-02-25,6,Revenue Manager,Yes,February,8
REV-000879,FY2025/2026,2025-10-13,RG-05,CC-024,Consultancy Income,Private Company,RCP-570008,747000,468000,-279000,MPESA,Unreconciled,2025-10-24,11,Revenue Manager,Yes,October,4
REV-000880,FY2025/2026,2025-09-29,RG-01,CC-011,Service Fees,International Organisation,RCP-560689,373000,276000,-97000,Bank Transfer,Reconciled,2025-10-05,6,Revenue Manager,Yes,September,3
REV-000881,FY2025/2026,2025-11-10,RG-01,CC-012,Certification Fees,Individual,RCP-612820,307000,214000,-93000,Cash,Reconciled,2025-11-24,14,Revenue Manager,Yes,November,5
REV-000882,FY2025/2026,2025-08-09,RG-07,CC-030,Certification Fees,Government Agency,RCP-464818,253000,213000,-40000,MPESA,Reconciled,2025-08-19,10,Revenue Manager,Yes,August,2
REV-000883,FY2025/2026,2025-11-01,RG-04,CC-017,Consultancy Income,Individual,RCP-492057,695000,602000,-93000,Cheque,Reconciled,2025-11-13,12,Revenue Manager,Yes,November,5
REV-000884,FY2025/2026,2026-04-21,RG-01,CC-013,Service Fees,Private Company,RCP-765544,200000,188000,-12000,MPESA,Reconciled,2026-04-30,9,Revenue Manager,Yes,April,10
REV-000885,FY2025/2026,2026-01-07,RG-02,CC-028,Service Fees,International Organisation,RCP-372349,163000,145000,-18000,MPESA,Reconciled,2026-01-18,11,Revenue Manager,Yes,January,7
REV-000886,FY2025/2026,2025-10-16,RG-01,CC-010,Certification Fees,Private Company,RCP-495847,346000,273000,-73000,MPESA,Pending,2025-10-27,11,Revenue Manager,Yes,October,4
REV-000887,FY2025/2026,2025-10-02,RG-01,CC-014,Certification Fees,Government Agency,RCP-664134,716000,386000,-330000,Cash,Reconciled,2025-10-14,12,Revenue Manager,Yes,October,4
REV-000888,FY2025/2026,2025-08-25,RG-01,CC-011,Facility Hire,NGO,RCP-937261,148000,116000,-32000,Bank Transfer,Reconciled,2025-09-01,7,Revenue Manager,Yes,August,2
REV-000889,FY2025/2026,2025-09-10,RG-08,CC-021,Training Fees,Private Company,RCP-993888,513000,414000,-99000,Cheque,Reconciled,2025-09-18,8,Revenue Manager,Yes,September,3
REV-000890,FY2025/2026,2026-04-13,RG-02,CC-015,Publication Sales,Private Company,RCP-221505,185000,198000,13000,Online Portal,Pending,2026-04-23,10,Revenue Manager,Yes,April,10
REV-000891,FY2025/2026,2026-05-17,RG-01,CC-031,Service Fees,Individual,RCP-690297,426000,381000,-45000,Online Portal,Reconciled,2026-05-29,12,Revenue Manager,Yes,May,11
REV-000892,FY2025/2026,2025-11-08,RG-01,CC-014,Service Fees,NGO,RCP-219120,514000,439000,-75000,MPESA,Reconciled,2025-11-18,10,Revenue Manager,Yes,November,5
REV-000893,FY2025/2026,2026-02-22,RG-01,CC-004,Publication Sales,Private Company,RCP-742502,457000,389000,-68000,Bank Transfer,Reconciled,2026-02-26,4,Revenue Manager,No,February,8
REV-000894,FY2025/2026,2025-10-01,RG-02,CC-028,Training Fees,Government Agency,RCP-199982,136000,142000,6000,Bank Transfer,Pending,2025-10-08,7,Revenue Manager,Yes,September,3
REV-000895,FY2025/2026,2026-01-11,RG-01,CC-007,Publication Sales,International Organisation,RCP-766880,661000,601000,-60000,Cheque,Reconciled,2026-01-20,9,Revenue Manager,Yes,January,7
REV-000896,FY2025/2026,2025-10-20,RG-01,CC-023,Licensing Fees,Private Company,RCP-924633,600000,627000,27000,Bank Transfer,Reconciled,2025-10-25,5,Revenue Manager,No,October,4
REV-000897,FY2025/2026,2025-10-12,RG-01,CC-031,Licensing Fees,Private Company,RCP-974477,544000,598000,54000,Bank Transfer,Reconciled,2025-10-25,13,Revenue Manager,Yes,October,4
REV-000898,FY2025/2026,2025-08-27,RG-01,CC-009,Certification Fees,International Organisation,RCP-193372,343000,292000,-51000,Cash,Pending,2025-09-01,5,Revenue Manager,No,August,2
REV-000899,FY2025/2026,2025-12-08,RG-01,CC-023,Publication Sales,Individual,RCP-796516,416000,342000,-74000,Cash,Reconciled,2025-12-21,13,Revenue Manager,Yes,December,6
REV-000900,FY2025/2026,2026-01-04,RG-01,CC-014,Inspection Fees,International Organisation,RCP-965948,237000,250000,13000,Bank Transfer,Reconciled,2026-01-11,7,Revenue Manager,Yes,January,7
REV-000901,FY2025/2026,2025-07-10,RG-04,CC-026,Facility Hire,Private Company,RCP-183048,756000,600000,-156000,Bank Transfer,Reconciled,2025-07-15,5,Revenue Manager,No,July,1
REV-000902,FY2025/2026,2025-09-27,RG-01,CC-004,Inspection Fees,NGO,RCP-460852,571000,528000,-43000,MPESA,Reconciled,2025-10-06,9,Revenue Manager,Yes,September,3
REV-000903,FY2025/2026,2026-05-24,RG-02,CC-015,Service Fees,Government Agency,RCP-535310,591000,654000,63000,Online Portal,Reconciled,2026-06-05,12,Revenue Manager,Yes,May,11
REV-000904,FY2025/2026,2026-03-16,RG-01,CC-012,Certification Fees,Individual,RCP-884534,416000,262000,-154000,Cheque,Reconciled,2026-03-28,12,Revenue Manager,Yes,March,9
REV-000905,FY2025/2026,2025-12-01,RG-01,CC-001,Inspection Fees,Private Company,RCP-673494,799000,648000,-151000,Cash,Reconciled,2025-12-11,10,Revenue Manager,Yes,December,6
REV-000906,FY2025/2026,2026-01-22,RG-02,CC-028,Training Fees,International Organisation,RCP-183729,536000,534000,-2000,Bank Transfer,Unreconciled,2026-02-01,10,Revenue Manager,Yes,January,7
REV-000907,FY2025/2026,2026-03-03,RG-08,CC-021,Consultancy Income,NGO,RCP-992291,161000,133000,-28000,Cash,Pending,2026-03-15,12,Revenue Manager,Yes,March,9
REV-000908,FY2025/2026,2026-02-10,RG-01,CC-003,Certification Fees,Government Agency,RCP-452944,132000,124000,-8000,Cash,Reconciled,2026-02-15,5,Revenue Manager,No,February,8
REV-000909,FY2025/2026,2025-09-09,RG-01,CC-002,Licensing Fees,International Organisation,RCP-731995,635000,675000,40000,Cash,Reconciled,2025-09-09,0,Revenue Manager,No,September,3
REV-000910,FY2025/2026,2026-05-05,RG-06,CC-019,Training Fees,International Organisation,RCP-733764,717000,676000,-41000,Bank Transfer,Reconciled,2026-05-08,3,Revenue Manager,No,May,11
REV-000911,FY2025/2026,2025-10-02,RG-01,CC-007,Facility Hire,Private Company,RCP-701604,561000,478000,-83000,Cash,Reconciled,2025-10-10,8,Revenue Manager,Yes,October,4
REV-000912,FY2025/2026,2025-10-08,RG-01,CC-012,Facility Hire,Government Agency,RCP-599669,232000,159000,-73000,Bank Transfer,Reconciled,2025-10-19,11,Revenue Manager,Yes,October,4
REV-000913,FY2025/2026,2025-09-22,RG-04,CC-017,Facility Hire,Individual,RCP-568311,236000,206000,-30000,Bank Transfer,Reconciled,2025-10-04,12,Revenue Manager,Yes,September,3
REV-000914,FY2025/2026,2025-11-29,RG-01,CC-023,Training Fees,NGO,RCP-808709,716000,494000,-222000,Cash,Pending,2025-11-30,1,Revenue Manager,No,November,5
REV-000915,FY2025/2026,2026-03-09,RG-01,CC-008,Publication Sales,Individual,RCP-221757,352000,221000,-131000,Cheque,Reconciled,2026-03-11,2,Revenue Manager,No,March,9
REV-000916,FY2025/2026,2026-03-16,RG-02,CC-022,Licensing Fees,Private Company,RCP-522930,674000,728000,54000,Online Portal,Unreconciled,2026-03-25,9,Revenue Manager,Yes,March,9
REV-000917,FY2025/2026,2025-11-09,RG-08,CC-021,Certification Fees,International Organisation,RCP-468008,187000,155000,-32000,Cheque,Reconciled,2025-11-13,4,Revenue Manager,No,November,5
REV-000918,FY2025/2026,2026-04-03,RG-01,CC-002,Training Fees,Individual,RCP-159562,751000,712000,-39000,Cheque,Pending,2026-04-15,12,Revenue Manager,Yes,April,10
REV-000919,FY2025/2026,2026-05-30,RG-01,CC-002,Service Fees,Private Company,RCP-153621,421000,292000,-129000,Bank Transfer,Reconciled,2026-06-13,14,Revenue Manager,Yes,May,11
REV-000920,FY2025/2026,2026-03-31,RG-01,CC-032,Publication Sales,Individual,RCP-834533,786000,608000,-178000,MPESA,Reconciled,2026-04-04,4,Revenue Manager,No,March,9
REV-000921,FY2025/2026,2026-01-18,RG-02,CC-028,Publication Sales,Private Company,RCP-366146,765000,563000,-202000,Bank Transfer,Reconciled,2026-01-30,12,Revenue Manager,Yes,January,7
REV-000922,FY2025/2026,2025-12-30,RG-01,CC-009,Service Fees,Private Company,RCP-855890,639000,533000,-106000,MPESA,Reconciled,2026-01-04,5,Revenue Manager,No,December,6
REV-000923,FY2025/2026,2025-10-26,RG-05,CC-018,Service Fees,Individual,RCP-253777,199000,157000,-42000,Bank Transfer,Reconciled,2025-11-08,13,Revenue Manager,Yes,October,4
REV-000924,FY2025/2026,2025-07-30,RG-05,CC-018,Inspection Fees,International Organisation,RCP-194975,771000,774000,3000,Bank Transfer,Reconciled,2025-07-30,0,Revenue Manager,No,July,1
REV-000925,FY2025/2026,2026-01-23,RG-04,CC-017,Licensing Fees,Individual,RCP-965077,201000,147000,-54000,Online Portal,Pending,2026-02-04,12,Revenue Manager,Yes,January,7
REV-000926,FY2025/2026,2026-02-22,RG-03,CC-027,Consultancy Income,International Organisation,RCP-774614,451000,357000,-94000,Bank Transfer,Reconciled,2026-03-02,8,Revenue Manager,Yes,February,8
REV-000927,FY2025/2026,2025-08-07,RG-04,CC-026,Certification Fees,International Organisation,RCP-515013,497000,439000,-58000,Bank Transfer,Pending,2025-08-19,12,Revenue Manager,Yes,August,2
REV-000928,FY2025/2026,2025-08-09,RG-01,CC-031,Service Fees,Government Agency,RCP-821608,772000,722000,-50000,Online Portal,Reconciled,2025-08-21,12,Revenue Manager,Yes,August,2
REV-000929,FY2025/2026,2026-03-04,RG-01,CC-005,Facility Hire,NGO,RCP-858970,510000,505000,-5000,MPESA,Pending,2026-03-09,5,Revenue Manager,No,March,9
REV-000930,FY2025/2026,2026-03-08,RG-02,CC-028,Publication Sales,Government Agency,RCP-494650,412000,351000,-61000,Cash,Unreconciled,2026-03-09,1,Revenue Manager,No,March,9
REV-000931,FY2025/2026,2025-11-17,RG-01,CC-013,Inspection Fees,Individual,RCP-221626,748000,492000,-256000,Bank Transfer,Pending,2025-11-17,0,Revenue Manager,No,November,5
REV-000932,FY2025/2026,2026-04-04,RG-01,CC-008,Certification Fees,International Organisation,RCP-840869,446000,387000,-59000,MPESA,Reconciled,2026-04-07,3,Revenue Manager,No,April,10
REV-000933,FY2025/2026,2025-11-01,RG-07,CC-020,Training Fees,Private Company,RCP-559096,257000,199000,-58000,Online Portal,Reconciled,2025-11-04,3,Revenue Manager,No,November,5
REV-000934,FY2025/2026,2025-09-25,RG-01,CC-014,Training Fees,NGO,RCP-433903,148000,113000,-35000,Online Portal,Reconciled,2025-09-28,3,Revenue Manager,No,September,3
REV-000935,FY2025/2026,2025-11-16,RG-01,CC-001,Service Fees,Individual,RCP-736085,383000,245000,-138000,Cash,Reconciled,2025-11-16,0,Revenue Manager,No,November,5
REV-000936,FY2025/2026,2025-12-27,RG-03,CC-016,Consultancy Income,International Organisation,RCP-706077,342000,270000,-72000,Cash,Reconciled,2026-01-04,8,Revenue Manager,Yes,December,6
REV-000937,FY2025/2026,2025-07-04,RG-01,CC-001,Certification Fees,Private Company,RCP-453447,209000,178000,-31000,Cash,Reconciled,2025-07-13,9,Revenue Manager,Yes,July,1
REV-000938,FY2025/2026,2026-05-21,RG-07,CC-020,Training Fees,International Organisation,RCP-291845,197000,178000,-19000,MPESA,Unreconciled,2026-06-01,11,Revenue Manager,Yes,May,11
REV-000939,FY2025/2026,2025-07-26,RG-04,CC-026,Training Fees,Private Company,RCP-127389,185000,159000,-26000,MPESA,Reconciled,2025-07-29,3,Revenue Manager,No,July,1
REV-000940,FY2025/2026,2025-11-15,RG-01,CC-009,Consultancy Income,International Organisation,RCP-720049,791000,812000,21000,Bank Transfer,Reconciled,2025-11-29,14,Revenue Manager,Yes,November,5
REV-000941,FY2025/2026,2025-11-21,RG-02,CC-028,Publication Sales,International Organisation,RCP-281858,439000,382000,-57000,Bank Transfer,Reconciled,2025-11-26,5,Revenue Manager,No,November,5
REV-000942,FY2025/2026,2025-10-23,RG-01,CC-001,Publication Sales,International Organisation,RCP-355225,760000,627000,-133000,Cash,Unreconciled,2025-10-30,7,Revenue Manager,Yes,October,4
REV-000943,FY2025/2026,2025-12-02,RG-03,CC-016,Publication Sales,Private Company,RCP-692026,782000,799000,17000,Bank Transfer,Pending,2025-12-06,4,Revenue Manager,No,December,6
REV-000944,FY2025/2026,2026-04-10,RG-01,CC-004,Service Fees,Individual,RCP-885254,379000,237000,-142000,Cheque,Reconciled,2026-04-11,1,Revenue Manager,No,April,10
REV-000945,FY2025/2026,2026-03-17,RG-01,CC-012,Consultancy Income,Private Company,RCP-511558,558000,591000,33000,Cheque,Reconciled,2026-03-26,9,Revenue Manager,Yes,March,9
REV-000946,FY2025/2026,2025-08-25,RG-01,CC-004,Inspection Fees,Private Company,RCP-846836,423000,438000,15000,Online Portal,Reconciled,2025-08-28,3,Revenue Manager,No,August,2
REV-000947,FY2025/2026,2026-03-10,RG-01,CC-010,Training Fees,NGO,RCP-545039,448000,523000,75000,MPESA,Reconciled,2026-03-19,9,Revenue Manager,Yes,March,9
REV-000948,FY2025/2026,2025-09-15,RG-02,CC-022,Facility Hire,NGO,RCP-865478,346000,275000,-71000,Cheque,Unreconciled,2025-09-17,2,Revenue Manager,No,September,3
REV-000949,FY2025/2026,2026-03-19,RG-01,CC-023,Inspection Fees,Private Company,RCP-500682,469000,434000,-35000,Cash,Unreconciled,2026-03-31,12,Revenue Manager,Yes,March,9
REV-000950,FY2025/2026,2026-04-18,RG-02,CC-015,Facility Hire,International Organisation,RCP-947117,765000,590000,-175000,Cheque,Reconciled,2026-04-22,4,Revenue Manager,No,April,10
REV-000951,FY2025/2026,2025-07-19,RG-01,CC-013,Certification Fees,Government Agency,RCP-133083,228000,188000,-40000,Online Portal,Reconciled,2025-07-22,3,Revenue Manager,No,July,1
REV-000952,FY2025/2026,2025-07-10,RG-01,CC-032,Training Fees,Private Company,RCP-348474,639000,388000,-251000,Bank Transfer,Reconciled,2025-07-21,11,Revenue Manager,Yes,July,1
REV-000953,FY2025/2026,2025-09-03,RG-01,CC-011,Publication Sales,NGO,RCP-311429,102000,95000,-7000,Cheque,Reconciled,2025-09-09,6,Revenue Manager,Yes,September,3
REV-000954,FY2025/2026,2026-04-19,RG-01,CC-031,Licensing Fees,Private Company,RCP-621486,579000,351000,-228000,Online Portal,Pending,2026-04-24,5,Revenue Manager,No,April,10
REV-000955,FY2025/2026,2025-10-19,RG-02,CC-028,Training Fees,NGO,RCP-326842,418000,380000,-38000,Bank Transfer,Unreconciled,2025-10-29,10,Revenue Manager,Yes,October,4
REV-000956,FY2025/2026,2026-05-19,RG-02,CC-015,Licensing Fees,NGO,RCP-499209,555000,613000,58000,Bank Transfer,Reconciled,2026-05-23,4,Revenue Manager,No,May,11
REV-000957,FY2025/2026,2025-12-03,RG-01,CC-014,Certification Fees,International Organisation,RCP-107243,447000,382000,-65000,Cash,Unreconciled,2025-12-10,7,Revenue Manager,Yes,December,6
REV-000958,FY2025/2026,2026-04-10,RG-01,CC-005,Consultancy Income,Private Company,RCP-281961,379000,435000,56000,Cash,Pending,2026-04-22,12,Revenue Manager,Yes,April,10
REV-000959,FY2025/2026,2025-12-25,RG-01,CC-013,Publication Sales,Private Company,RCP-216868,268000,273000,5000,Cheque,Reconciled,2026-01-03,9,Revenue Manager,Yes,December,6
REV-000960,FY2025/2026,2025-07-16,RG-01,CC-002,Service Fees,Government Agency,RCP-270008,103000,96000,-7000,Cheque,Reconciled,2025-07-25,9,Revenue Manager,Yes,July,1
REV-000961,FY2025/2026,2026-03-07,RG-01,CC-004,Publication Sales,Private Company,RCP-967585,170000,179000,9000,Online Portal,Reconciled,2026-03-15,8,Revenue Manager,Yes,March,9
REV-000962,FY2025/2026,2026-03-13,RG-06,CC-019,Certification Fees,NGO,RCP-422156,576000,539000,-37000,Bank Transfer,Reconciled,2026-03-15,2,Revenue Manager,No,March,9
REV-000963,FY2025/2026,2026-04-30,RG-01,CC-013,Service Fees,Private Company,RCP-491512,685000,519000,-166000,MPESA,Reconciled,2026-05-09,9,Revenue Manager,Yes,April,10
REV-000964,FY2025/2026,2025-07-25,RG-01,CC-003,Service Fees,NGO,RCP-770261,785000,550000,-235000,MPESA,Reconciled,2025-07-29,4,Revenue Manager,No,July,1
REV-000965,FY2025/2026,2025-09-12,RG-06,CC-019,Consultancy Income,International Organisation,RCP-608807,684000,660000,-24000,Cash,Reconciled,2025-09-18,6,Revenue Manager,Yes,September,3
REV-000966,FY2025/2026,2025-12-02,RG-01,CC-003,Service Fees,International Organisation,RCP-230486,459000,323000,-136000,Cheque,Reconciled,2025-12-13,11,Revenue Manager,Yes,December,6
REV-000967,FY2025/2026,2025-08-11,RG-03,CC-027,Inspection Fees,Individual,RCP-355785,678000,486000,-192000,Cash,Reconciled,2025-08-20,9,Revenue Manager,Yes,August,2
REV-000968,FY2025/2026,2025-07-29,RG-05,CC-018,Publication Sales,Individual,RCP-981588,444000,345000,-99000,Cheque,Reconciled,2025-08-05,7,Revenue Manager,Yes,July,1
REV-000969,FY2025/2026,2026-03-14,RG-01,CC-006,Consultancy Income,NGO,RCP-793670,624000,537000,-87000,Cash,Pending,2026-03-17,3,Revenue Manager,No,March,9
REV-000970,FY2025/2026,2026-05-09,RG-02,CC-015,Licensing Fees,Private Company,RCP-943083,337000,204000,-133000,MPESA,Reconciled,2026-05-18,9,Revenue Manager,Yes,May,11
REV-000971,FY2025/2026,2026-02-21,RG-06,CC-019,Facility Hire,International Organisation,RCP-389481,337000,279000,-58000,Online Portal,Reconciled,2026-02-26,5,Revenue Manager,No,February,8
REV-000972,FY2025/2026,2025-12-11,RG-04,CC-025,Publication Sales,Government Agency,RCP-913528,432000,388000,-44000,Bank Transfer,Reconciled,2025-12-19,8,Revenue Manager,Yes,December,6
REV-000973,FY2025/2026,2025-10-19,RG-01,CC-009,Certification Fees,International Organisation,RCP-378171,107000,81000,-26000,Cheque,Reconciled,2025-11-02,14,Revenue Manager,Yes,October,4
REV-000974,FY2025/2026,2026-01-04,RG-08,CC-021,Facility Hire,International Organisation,RCP-977820,545000,623000,78000,Cash,Reconciled,2026-01-07,3,Revenue Manager,No,January,7
REV-000975,FY2025/2026,2025-09-17,RG-01,CC-004,Certification Fees,Individual,RCP-182679,333000,311000,-22000,Bank Transfer,Reconciled,2025-09-24,7,Revenue Manager,Yes,September,3
REV-000976,FY2025/2026,2026-05-08,RG-04,CC-025,Licensing Fees,Individual,RCP-336229,767000,616000,-151000,Bank Transfer,Reconciled,2026-05-14,6,Revenue Manager,Yes,May,11
REV-000977,FY2025/2026,2025-07-03,RG-01,CC-013,Certification Fees,Government Agency,RCP-969448,370000,260000,-110000,MPESA,Reconciled,2025-07-04,1,Revenue Manager,No,July,1
REV-000978,FY2025/2026,2026-03-29,RG-04,CC-025,Publication Sales,Private Company,RCP-162537,532000,435000,-97000,Online Portal,Reconciled,2026-04-06,8,Revenue Manager,Yes,March,9
REV-000979,FY2025/2026,2025-08-04,RG-01,CC-001,Facility Hire,Private Company,RCP-837804,624000,534000,-90000,Cheque,Pending,2025-08-18,14,Revenue Manager,Yes,August,2
REV-000980,FY2025/2026,2026-02-20,RG-04,CC-026,Training Fees,NGO,RCP-888033,522000,593000,71000,Cheque,Reconciled,2026-02-21,1,Revenue Manager,No,February,8
REV-000981,FY2025/2026,2025-07-08,RG-06,CC-019,Service Fees,Government Agency,RCP-903877,534000,430000,-104000,Cheque,Reconciled,2025-07-16,8,Revenue Manager,Yes,July,1
REV-000982,FY2025/2026,2025-11-25,RG-02,CC-028,Service Fees,Individual,RCP-298590,122000,91000,-31000,MPESA,Reconciled,2025-12-04,9,Revenue Manager,Yes,November,5
REV-000983,FY2025/2026,2025-12-06,RG-02,CC-022,Consultancy Income,Individual,RCP-883168,196000,179000,-17000,Bank Transfer,Reconciled,2025-12-09,3,Revenue Manager,No,December,6
REV-000984,FY2025/2026,2026-02-08,RG-01,CC-014,Publication Sales,Individual,RCP-710223,271000,248000,-23000,Cash,Reconciled,2026-02-08,0,Revenue Manager,No,February,8
REV-000985,FY2025/2026,2026-01-23,RG-06,CC-019,Facility Hire,Government Agency,RCP-235573,707000,596000,-111000,Cash,Reconciled,2026-02-05,13,Revenue Manager,Yes,January,7
REV-000986,FY2025/2026,2025-12-15,RG-01,CC-014,Publication Sales,Individual,RCP-680875,128000,109000,-19000,Online Portal,Reconciled,2025-12-20,5,Revenue Manager,No,December,6
REV-000987,FY2025/2026,2025-07-07,RG-01,CC-003,Service Fees,NGO,RCP-907325,422000,425000,3000,Bank Transfer,Pending,2025-07-13,6,Revenue Manager,Yes,July,1
REV-000988,FY2025/2026,2026-04-02,RG-01,CC-031,Licensing Fees,Private Company,RCP-937499,276000,143000,-133000,Bank Transfer,Reconciled,2026-04-08,6,Revenue Manager,Yes,April,10
REV-000989,FY2025/2026,2026-03-25,RG-02,CC-028,Licensing Fees,NGO,RCP-583145,629000,606000,-23000,Cheque,Reconciled,2026-04-02,8,Revenue Manager,Yes,March,9
REV-000990,FY2025/2026,2025-08-09,RG-01,CC-008,Certification Fees,NGO,RCP-118898,342000,226000,-116000,Online Portal,Reconciled,2025-08-12,3,Revenue Manager,No,August,2
REV-000991,FY2025/2026,2026-01-29,RG-01,CC-013,Facility Hire,Individual,RCP-188963,302000,266000,-36000,Cheque,Reconciled,2026-02-09,11,Revenue Manager,Yes,January,7
REV-000992,FY2025/2026,2025-12-26,RG-04,CC-026,Licensing Fees,Private Company,RCP-684010,564000,628000,64000,Cheque,Reconciled,2025-12-31,5,Revenue Manager,No,December,6
REV-000993,FY2025/2026,2026-02-03,RG-01,CC-012,Publication Sales,NGO,RCP-305040,287000,253000,-34000,Cheque,Reconciled,2026-02-12,9,Revenue Manager,Yes,February,8
REV-000994,FY2025/2026,2026-01-28,RG-01,CC-032,Training Fees,Individual,RCP-285334,595000,408000,-187000,Online Portal,Pending,2026-01-30,2,Revenue Manager,No,January,7
