AllocationID,FinancialYear,Month,FYMonthNumber,CalendarYear,BudgetVersion,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,MonthlyAllocationAmount,CumulativeAllocationAmount,AllocationDate,AllocationReference,SourceDocument,CreatedByRole,CreatedDate,LastUpdatedDate
MA-000856,FY2025/2026,October,4,2025,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2130166,8520664,2025-10-01,MA-535810,BD-468203,Head of Budget,2025-09-27,2025-10-01
MA-000857,FY2025/2026,November,5,2025,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2343182,10863846,2025-11-01,MA-587002,BD-468203,Head of Budget,2025-10-30,2025-11-01
MA-000858,FY2025/2026,December,6,2025,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,1917149,12780995,2025-12-01,MA-456717,BD-468203,Head of Budget,2025-11-26,2025-12-01
MA-000859,FY2025/2026,January,7,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2130166,14911161,2026-01-01,MA-250647,BD-468203,Head of Budget,2025-12-29,2026-01-01
MA-000860,FY2025/2026,February,8,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2343182,17254343,2026-02-01,MA-853258,BD-468203,Head of Budget,2026-01-29,2026-02-01
MA-000861,FY2025/2026,March,9,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2556199,19810542,2026-03-01,MA-869864,BD-468203,Head of Budget,2026-02-26,2026-03-01
MA-000862,FY2025/2026,April,10,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,2769215,22579757,2026-04-01,MA-518084,BD-468203,Head of Budget,2026-03-30,2026-04-01
MA-000863,FY2025/2026,May,11,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,3195249,25775006,2026-05-01,MA-897615,BD-468203,Head of Budget,2026-04-28,2026-05-01
MA-000864,FY2025/2026,June,12,2026,Original,PRG-08,DIR-08,CC-008,RG-01,FS-02,DON-00,ACT-020,ACT-020-S03,V-3110,4260330,30035336,2026-06-01,MA-639995,BD-468203,Head of Budget,2026-05-27,2026-06-01
MA-000865,FY2025/2026,July,1,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2130166,2130166,2025-07-01,MA-211341,BD-447235,Head of Budget,2025-06-28,2025-07-01
MA-000866,FY2025/2026,August,2,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,1704133,3834299,2025-08-01,MA-353480,BD-447235,Head of Budget,2025-07-28,2025-08-01
MA-000867,FY2025/2026,September,3,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2556199,6390498,2025-09-01,MA-228473,BD-447235,Head of Budget,2025-08-29,2025-09-01
MA-000868,FY2025/2026,October,4,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2130166,8520664,2025-10-01,MA-571435,BD-447235,Head of Budget,2025-09-29,2025-10-01
MA-000869,FY2025/2026,November,5,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2343182,10863846,2025-11-01,MA-247720,BD-447235,Head of Budget,2025-10-31,2025-11-01
MA-000870,FY2025/2026,December,6,2025,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,1917149,12780995,2025-12-01,MA-153063,BD-447235,Head of Budget,2025-11-28,2025-12-01
MA-000871,FY2025/2026,January,7,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2130166,14911161,2026-01-01,MA-502810,BD-447235,Head of Budget,2025-12-27,2026-01-01
MA-000872,FY2025/2026,February,8,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2343182,17254343,2026-02-01,MA-538446,BD-447235,Head of Budget,2026-01-30,2026-02-01
MA-000873,FY2025/2026,March,9,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2556199,19810542,2026-03-01,MA-267457,BD-447235,Head of Budget,2026-02-26,2026-03-01
MA-000874,FY2025/2026,April,10,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,2769215,22579757,2026-04-01,MA-705748,BD-447235,Head of Budget,2026-03-29,2026-04-01
MA-000875,FY2025/2026,May,11,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,3195249,25775006,2026-05-01,MA-299055,BD-447235,Head of Budget,2026-04-29,2026-05-01
MA-000876,FY2025/2026,June,12,2026,Original,PRG-09,DIR-09,CC-009,RG-01,FS-03,DON-00,ACT-022,ACT-022-S03,V-5130,4260330,30035336,2026-06-01,MA-622469,BD-447235,Head of Budget,2026-05-27,2026-06-01
MA-000877,FY2025/2026,July,1,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2130166,2130166,2025-07-01,MA-589491,BD-287241,Head of Budget,2025-06-27,2025-07-01
MA-000878,FY2025/2026,August,2,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,1704133,3834299,2025-08-01,MA-423528,BD-287241,Head of Budget,2025-07-28,2025-08-01
MA-000879,FY2025/2026,September,3,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2556199,6390498,2025-09-01,MA-124302,BD-287241,Head of Budget,2025-08-31,2025-09-01
MA-000880,FY2025/2026,October,4,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2130166,8520664,2025-10-01,MA-512344,BD-287241,Head of Budget,2025-09-26,2025-10-01
MA-000881,FY2025/2026,November,5,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2343182,10863846,2025-11-01,MA-579441,BD-287241,Head of Budget,2025-10-30,2025-11-01
MA-000882,FY2025/2026,December,6,2025,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,1917149,12780995,2025-12-01,MA-325595,BD-287241,Head of Budget,2025-11-26,2025-12-01
MA-000883,FY2025/2026,January,7,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2130166,14911161,2026-01-01,MA-470037,BD-287241,Head of Budget,2025-12-31,2026-01-01
MA-000884,FY2025/2026,February,8,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2343182,17254343,2026-02-01,MA-152995,BD-287241,Head of Budget,2026-01-29,2026-02-01
MA-000885,FY2025/2026,March,9,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2556199,19810542,2026-03-01,MA-618934,BD-287241,Head of Budget,2026-02-24,2026-03-01
MA-000886,FY2025/2026,April,10,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,2769215,22579757,2026-04-01,MA-983791,BD-287241,Head of Budget,2026-03-28,2026-04-01
MA-000887,FY2025/2026,May,11,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,3195249,25775006,2026-05-01,MA-399628,BD-287241,Head of Budget,2026-04-26,2026-05-01
MA-000888,FY2025/2026,June,12,2026,Original,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S01,V-3110,4260330,30035336,2026-06-01,MA-108574,BD-287241,Head of Budget,2026-05-31,2026-06-01
MA-000889,FY2025/2026,July,1,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,6816530,6816530,2025-07-01,MA-551860,BD-462479,Head of Budget,2025-06-29,2025-07-01
MA-000890,FY2025/2026,August,2,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,5453224,12269754,2025-08-01,MA-377319,BD-462479,Head of Budget,2025-07-29,2025-08-01
MA-000891,FY2025/2026,September,3,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,8179836,20449590,2025-09-01,MA-900961,BD-462479,Head of Budget,2025-08-28,2025-09-01
MA-000892,FY2025/2026,October,4,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,6816530,27266120,2025-10-01,MA-483713,BD-462479,Head of Budget,2025-09-30,2025-10-01
MA-000893,FY2025/2026,November,5,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,7498183,34764303,2025-11-01,MA-520040,BD-462479,Head of Budget,2025-10-31,2025-11-01
MA-000894,FY2025/2026,December,6,2025,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,6134877,40899180,2025-12-01,MA-697983,BD-462479,Head of Budget,2025-11-26,2025-12-01
MA-000895,FY2025/2026,January,7,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,6816530,47715710,2026-01-01,MA-304110,BD-462479,Head of Budget,2025-12-29,2026-01-01
MA-000896,FY2025/2026,February,8,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,7498183,55213893,2026-02-01,MA-680096,BD-462479,Head of Budget,2026-01-29,2026-02-01
MA-000897,FY2025/2026,March,9,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,8179836,63393729,2026-03-01,MA-177103,BD-462479,Head of Budget,2026-02-25,2026-03-01
MA-000898,FY2025/2026,April,10,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,8861489,72255218,2026-04-01,MA-628750,BD-462479,Head of Budget,2026-03-28,2026-04-01
MA-000899,FY2025/2026,May,11,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,10224795,82480013,2026-05-01,MA-901535,BD-462479,Head of Budget,2026-04-26,2026-05-01
MA-000900,FY2025/2026,June,12,2026,Original,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,13633061,96113074,2026-06-01,MA-393308,BD-462479,Head of Budget,2026-05-27,2026-06-01
MA-000901,FY2025/2026,July,1,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,6816530,6816530,2025-07-01,MA-813449,BD-221263,Head of Budget,2025-06-26,2025-07-01
MA-000902,FY2025/2026,August,2,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,5453224,12269754,2025-08-01,MA-224582,BD-221263,Head of Budget,2025-07-30,2025-08-01
MA-000903,FY2025/2026,September,3,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,8179836,20449590,2025-09-01,MA-201377,BD-221263,Head of Budget,2025-08-28,2025-09-01
MA-000904,FY2025/2026,October,4,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,6816530,27266120,2025-10-01,MA-491326,BD-221263,Head of Budget,2025-09-28,2025-10-01
MA-000905,FY2025/2026,November,5,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,7498183,34764303,2025-11-01,MA-684929,BD-221263,Head of Budget,2025-10-29,2025-11-01
MA-000906,FY2025/2026,December,6,2025,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,6134877,40899180,2025-12-01,MA-891638,BD-221263,Head of Budget,2025-11-29,2025-12-01
MA-000907,FY2025/2026,January,7,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,6816530,47715710,2026-01-01,MA-308727,BD-221263,Head of Budget,2025-12-27,2026-01-01
MA-000908,FY2025/2026,February,8,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,7498183,55213893,2026-02-01,MA-633853,BD-221263,Head of Budget,2026-01-28,2026-02-01
MA-000909,FY2025/2026,March,9,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,8179836,63393729,2026-03-01,MA-624369,BD-221263,Head of Budget,2026-02-28,2026-03-01
MA-000910,FY2025/2026,April,10,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,8861489,72255218,2026-04-01,MA-147504,BD-221263,Head of Budget,2026-03-31,2026-04-01
MA-000911,FY2025/2026,May,11,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,10224795,82480013,2026-05-01,MA-243693,BD-221263,Head of Budget,2026-04-28,2026-05-01
MA-000912,FY2025/2026,June,12,2026,Original,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-040,ACT-040-S02,V-2420,13633061,96113074,2026-06-01,MA-943019,BD-221263,Head of Budget,2026-05-28,2026-06-01
MA-000913,FY2025/2026,July,1,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2130166,2130166,2025-07-01,MA-644559,BD-101773,Head of Budget,2025-06-27,2025-07-01
MA-000914,FY2025/2026,August,2,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,1704133,3834299,2025-08-01,MA-256175,BD-101773,Head of Budget,2025-07-27,2025-08-01
MA-000915,FY2025/2026,September,3,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2556199,6390498,2025-09-01,MA-640546,BD-101773,Head of Budget,2025-08-30,2025-09-01
MA-000916,FY2025/2026,October,4,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2130166,8520664,2025-10-01,MA-443897,BD-101773,Head of Budget,2025-09-26,2025-10-01
MA-000917,FY2025/2026,November,5,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2343182,10863846,2025-11-01,MA-434002,BD-101773,Head of Budget,2025-10-30,2025-11-01
MA-000918,FY2025/2026,December,6,2025,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,1917149,12780995,2025-12-01,MA-512042,BD-101773,Head of Budget,2025-11-26,2025-12-01
MA-000919,FY2025/2026,January,7,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2130166,14911161,2026-01-01,MA-875232,BD-101773,Head of Budget,2025-12-29,2026-01-01
MA-000920,FY2025/2026,February,8,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2343182,17254343,2026-02-01,MA-722565,BD-101773,Head of Budget,2026-01-29,2026-02-01
MA-000921,FY2025/2026,March,9,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2556199,19810542,2026-03-01,MA-631958,BD-101773,Head of Budget,2026-02-24,2026-03-01
MA-000922,FY2025/2026,April,10,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,2769215,22579757,2026-04-01,MA-658198,BD-101773,Head of Budget,2026-03-28,2026-04-01
MA-000923,FY2025/2026,May,11,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,3195249,25775006,2026-05-01,MA-843167,BD-101773,Head of Budget,2026-04-26,2026-05-01
MA-000924,FY2025/2026,June,12,2026,Original,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2380,4260330,30035336,2026-06-01,MA-414353,BD-101773,Head of Budget,2026-05-28,2026-06-01
MA-000925,FY2025/2026,July,1,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,2982232,2982232,2025-07-01,MA-955374,BD-753425,Head of Budget,2025-06-30,2025-07-01
MA-000926,FY2025/2026,August,2,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,2385786,5368018,2025-08-01,MA-486251,BD-753425,Head of Budget,2025-07-29,2025-08-01
MA-000927,FY2025/2026,September,3,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,3578678,8946696,2025-09-01,MA-806537,BD-753425,Head of Budget,2025-08-31,2025-09-01
MA-000928,FY2025/2026,October,4,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,2982232,11928928,2025-10-01,MA-536774,BD-753425,Head of Budget,2025-09-26,2025-10-01
MA-000929,FY2025/2026,November,5,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,3280455,15209383,2025-11-01,MA-422623,BD-753425,Head of Budget,2025-10-31,2025-11-01
MA-000930,FY2025/2026,December,6,2025,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,2684009,17893392,2025-12-01,MA-725905,BD-753425,Head of Budget,2025-11-27,2025-12-01
MA-000931,FY2025/2026,January,7,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,2982232,20875624,2026-01-01,MA-378428,BD-753425,Head of Budget,2025-12-27,2026-01-01
MA-000932,FY2025/2026,February,8,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,3280455,24156079,2026-02-01,MA-705693,BD-753425,Head of Budget,2026-01-30,2026-02-01
MA-000933,FY2025/2026,March,9,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,3578678,27734757,2026-03-01,MA-856442,BD-753425,Head of Budget,2026-02-28,2026-03-01
MA-000934,FY2025/2026,April,10,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,3876901,31611658,2026-04-01,MA-711868,BD-753425,Head of Budget,2026-03-28,2026-04-01
MA-000935,FY2025/2026,May,11,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,4473348,36085006,2026-05-01,MA-278794,BD-753425,Head of Budget,2026-04-26,2026-05-01
MA-000936,FY2025/2026,June,12,2026,Original,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S02,V-2330,5964464,42049470,2026-06-01,MA-759580,BD-753425,Head of Budget,2026-05-27,2026-06-01
MA-000937,FY2025/2026,July,1,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,2982232,2982232,2025-07-01,MA-912233,BD-631756,Head of Budget,2025-06-27,2025-07-01
MA-000938,FY2025/2026,August,2,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,2385786,5368018,2025-08-01,MA-254954,BD-631756,Head of Budget,2025-07-30,2025-08-01
MA-000939,FY2025/2026,September,3,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,3578678,8946696,2025-09-01,MA-133104,BD-631756,Head of Budget,2025-08-27,2025-09-01
MA-000940,FY2025/2026,October,4,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,2982232,11928928,2025-10-01,MA-834549,BD-631756,Head of Budget,2025-09-30,2025-10-01
MA-000941,FY2025/2026,November,5,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,3280455,15209383,2025-11-01,MA-300051,BD-631756,Head of Budget,2025-10-31,2025-11-01
MA-000942,FY2025/2026,December,6,2025,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,2684009,17893392,2025-12-01,MA-562462,BD-631756,Head of Budget,2025-11-28,2025-12-01
MA-000943,FY2025/2026,January,7,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,2982232,20875624,2026-01-01,MA-539122,BD-631756,Head of Budget,2025-12-30,2026-01-01
MA-000944,FY2025/2026,February,8,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,3280455,24156079,2026-02-01,MA-533020,BD-631756,Head of Budget,2026-01-30,2026-02-01
MA-000945,FY2025/2026,March,9,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,3578678,27734757,2026-03-01,MA-530311,BD-631756,Head of Budget,2026-02-24,2026-03-01
MA-000946,FY2025/2026,April,10,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,3876901,31611658,2026-04-01,MA-912617,BD-631756,Head of Budget,2026-03-27,2026-04-01
MA-000947,FY2025/2026,May,11,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,4473348,36085006,2026-05-01,MA-594514,BD-631756,Head of Budget,2026-04-30,2026-05-01
MA-000948,FY2025/2026,June,12,2026,Original,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-3110,5964464,42049470,2026-06-01,MA-840058,BD-631756,Head of Budget,2026-05-30,2026-06-01
MA-000949,FY2025/2026,July,1,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,2982232,2982232,2025-07-01,MA-643878,BD-681343,Head of Budget,2025-06-29,2025-07-01
MA-000950,FY2025/2026,August,2,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,2385786,5368018,2025-08-01,MA-688132,BD-681343,Head of Budget,2025-07-29,2025-08-01
MA-000951,FY2025/2026,September,3,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,3578678,8946696,2025-09-01,MA-794395,BD-681343,Head of Budget,2025-08-28,2025-09-01
MA-000952,FY2025/2026,October,4,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,2982232,11928928,2025-10-01,MA-651002,BD-681343,Head of Budget,2025-09-27,2025-10-01
MA-000953,FY2025/2026,November,5,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,3280455,15209383,2025-11-01,MA-428993,BD-681343,Head of Budget,2025-10-30,2025-11-01
MA-000954,FY2025/2026,December,6,2025,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,2684009,17893392,2025-12-01,MA-581992,BD-681343,Head of Budget,2025-11-26,2025-12-01
MA-000955,FY2025/2026,January,7,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,2982232,20875624,2026-01-01,MA-458955,BD-681343,Head of Budget,2025-12-27,2026-01-01
MA-000956,FY2025/2026,February,8,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,3280455,24156079,2026-02-01,MA-471496,BD-681343,Head of Budget,2026-01-29,2026-02-01
MA-000957,FY2025/2026,March,9,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,3578678,27734757,2026-03-01,MA-739711,BD-681343,Head of Budget,2026-02-25,2026-03-01
MA-000958,FY2025/2026,April,10,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,3876901,31611658,2026-04-01,MA-301603,BD-681343,Head of Budget,2026-03-30,2026-04-01
MA-000959,FY2025/2026,May,11,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,4473348,36085006,2026-05-01,MA-392559,BD-681343,Head of Budget,2026-04-26,2026-05-01
MA-000960,FY2025/2026,June,12,2026,Original,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-030,ACT-030-S02,V-2310,5964464,42049470,2026-06-01,MA-412999,BD-681343,Head of Budget,2026-05-30,2026-06-01
MA-000961,FY2025/2026,July,1,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,2982232,2982232,2025-07-01,MA-412071,BD-810219,Head of Budget,2025-06-28,2025-07-01
MA-000962,FY2025/2026,August,2,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,2385786,5368018,2025-08-01,MA-839142,BD-810219,Head of Budget,2025-07-30,2025-08-01
MA-000963,FY2025/2026,September,3,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,3578678,8946696,2025-09-01,MA-823769,BD-810219,Head of Budget,2025-08-28,2025-09-01
MA-000964,FY2025/2026,October,4,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,2982232,11928928,2025-10-01,MA-432441,BD-810219,Head of Budget,2025-09-27,2025-10-01
MA-000965,FY2025/2026,November,5,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,3280455,15209383,2025-11-01,MA-465746,BD-810219,Head of Budget,2025-10-27,2025-11-01
MA-000966,FY2025/2026,December,6,2025,Original,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S01,V-2360,2684009,17893392,2025-12-01,MA-934042,BD-810219,Head of Budget,2025-11-28,2025-12-01
