TransactionID,FinancialYear,TransactionDate,PostingDate,DocumentNumber,InvoiceNumber,SupplierID,SupplierCategory,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,FundSourceCode,DonorCode,ActivityCode,SubActivityCode,VoteCode,ProcurementCategory,Description,GrossAmount,TaxAmount,NetAmount,CommitmentReference,PurchaseOrderReference,PaymentVoucherReference,PaymentStatus,PaymentDate,AccountingPeriod,EnteredByRole,ApprovedByRole,SourceSystem,DataQualityFlag
TXN-0010663,FY2025/2026,2025-07-21,2025-07-22,DOC-368258,INV-364427,SUP-2408,ICT Services,PRG-12,DIR-12,CC-025,RG-04,FS-01,DON-00,ACT-028,ACT-028-S02,V-4130,Medical Supplies,Medical Supplies - Project Management,289000,0,289000,,,PV-768307,Paid,2025-08-16,FY2025/2026-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010664,FY2025/2026,2026-02-19,2026-02-21,DOC-974265,INV-739439,SUP-8403,Travel and Accommodation,PRG-13,DIR-13,CC-019,RG-06,FS-01,DON-00,ACT-029,ACT-029-S01,V-2440,Fuel and Lubricants,Fuel and Lubricants - Regional Service Coordination,392000,0,392000,,,PV-817362,Paid,2026-04-04,FY2025/2026-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010665,FY2025/2026,2026-01-29,2026-01-30,DOC-123837,INV-569443,SUP-4369,ICT Services,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-007,ACT-007-S01,V-2110,Professional Services,Professional Services - Performance Monitoring and Reporting,111000,17800,93200,CMT-477169,,PV-311997,Paid,2026-02-10,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010666,FY2025/2026,2026-03-19,2026-03-20,DOC-167800,INV-142778,SUP-4971,Professional Services,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-029,ACT-029-S03,V-2360,Fuel and Lubricants,Fuel and Lubricants - Regional Service Coordination,403000,0,403000,CMT-798197,PO-305470,PV-299747,Paid,2026-03-31,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010667,FY2025/2026,2026-03-08,2026-03-10,DOC-908178,INV-662220,SUP-7205,Fuel and Lubricants,PRG-01,DIR-01,CC-001,RG-01,FS-05,DON-04,ACT-001,ACT-001-S02,V-3140,Maintenance,Maintenance - General Management and Administration,100000,0,100000,CMT-255923,PO-572375,PV-118740,Paid,2026-04-20,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010668,FY2025/2026,2026-01-20,2026-01-24,DOC-336609,INV-392533,SUP-5967,Maintenance,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-027,ACT-027-S02,V-5120,Printing and Stationery,Printing and Stationery - Infrastructure Construction,120000,0,120000,CMT-630002,,PV-972924,Paid,2026-01-29,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010669,FY2025/2026,2025-12-20,2025-12-20,DOC-439597,INV-823046,SUP-9358,Construction,PRG-12,DIR-12,CC-028,RG-02,FS-02,DON-00,ACT-040,ACT-040-S03,V-2330,Printing and Stationery,Printing and Stationery - Environmental and Social Safeguards,341000,54600,286400,,PO-776108,PV-331207,Pending Payment,,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010670,FY2025/2026,2025-12-19,2025-12-19,DOC-401679,INV-784712,SUP-4400,Maintenance,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-015,ACT-015-S03,V-2211,Training,Training - ICT Infrastructure Maintenance,490000,0,490000,CMT-821588,PO-337584,PV-455275,Paid,2025-12-24,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010671,FY2025/2026,2026-04-22,2026-04-24,DOC-974733,INV-442557,SUP-7827,Travel and Accommodation,PRG-13,DIR-13,CC-021,RG-08,FS-03,DON-00,ACT-030,ACT-030-S02,V-2390,Equipment,Equipment - Community Outreach,554000,0,554000,,PO-956484,PV-928869,Paid,2026-05-31,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010672,FY2025/2026,2025-09-01,2025-09-03,DOC-587410,INV-361779,SUP-4156,Training,PRG-11,DIR-11,CC-031,RG-01,FS-01,DON-00,ACT-026,ACT-026-S02,V-3110,ICT Services,ICT Services - Equipment Maintenance and Repair,241000,0,241000,CMT-791794,PO-316777,PV-811033,Paid,2025-10-14,FY2025/2026-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010673,FY2025/2026,2026-05-15,2026-05-15,DOC-612139,INV-217140,SUP-8939,Equipment,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-018,ACT-018-S01,V-2440,Construction,Construction - Contract Review and Litigation,480000,0,480000,,,PV-430125,Pending Payment,,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010674,FY2025/2026,2025-09-21,2025-09-22,DOC-732137,INV-390837,SUP-4555,Maintenance,PRG-13,DIR-13,CC-015,RG-02,FS-03,DON-00,ACT-030,ACT-030-S01,V-2360,Medical Supplies,Medical Supplies - Community Outreach,50000,0,50000,,,PV-790277,Paid,2025-10-24,FY2025/2026-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010675,FY2025/2026,2025-11-07,2025-11-07,DOC-655305,INV-716780,SUP-8352,Maintenance,PRG-07,DIR-07,CC-007,RG-01,FS-02,DON-00,ACT-018,ACT-018-S01,V-2420,Security Services,Security Services - Contract Review and Litigation,318000,50900,267100,CMT-228167,,PV-925160,Cancelled,,FY2025/2026-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010676,FY2025/2026,2025-09-23,2025-09-28,DOC-499126,INV-556398,SUP-2095,Equipment,PRG-07,DIR-07,CC-007,RG-01,FS-05,DON-04,ACT-017,ACT-017-S01,V-2380,ICT Services,ICT Services - Legal Advisory Services,357000,0,357000,,PO-441051,PV-283121,Paid,2025-10-23,FY2025/2026-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010677,FY2025/2026,2026-05-27,2026-05-27,DOC-346413,INV-404206,SUP-4179,Consultancy,PRG-01,DIR-01,CC-001,RG-01,FS-02,DON-00,ACT-002,ACT-002-S02,V-2410,Security Services,Security Services - Board and Governance Support,552000,0,552000,CMT-621736,PO-994630,PV-905979,Paid,2026-06-09,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010678,FY2025/2026,2025-12-27,2025-12-31,DOC-200147,INV-688723,SUP-7665,Training,PRG-12,DIR-12,CC-027,RG-03,FS-01,DON-00,ACT-040,ACT-040-S03,V-2210,Security Services,Security Services - Environmental and Social Safeguards,268000,42900,225100,,,PV-607846,Paid,2026-02-01,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010679,FY2025/2026,2025-12-14,2025-12-18,DOC-592794,INV-396874,SUP-9112,ICT Services,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-007,ACT-007-S02,V-2220,Printing and Stationery,Printing and Stationery - Performance Monitoring and Reporting,145000,23200,121800,CMT-681820,,PV-529322,Paid,2026-01-16,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010680,FY2025/2026,2026-03-02,2026-03-06,DOC-471444,INV-614210,SUP-4633,Professional Services,PRG-13,DIR-13,CC-015,RG-02,FS-02,DON-00,ACT-030,ACT-030-S01,V-2420,Printing and Stationery,Printing and Stationery - Community Outreach,594000,95000,499000,CMT-538294,,PV-295263,Paid,2026-03-27,FY2025/2026-M08,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010681,FY2025/2026,2026-01-02,2026-01-03,DOC-764331,INV-686403,SUP-3913,Construction,PRG-08,DIR-08,CC-008,RG-01,FS-03,DON-00,ACT-020,ACT-020-S01,V-3120,Medical Supplies,Medical Supplies - Risk Assessment and Management,526000,0,526000,,PO-257168,PV-604712,Paid,2026-01-08,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010682,FY2025/2026,2026-01-20,2026-01-21,DOC-569977,INV-524898,SUP-7905,Consultancy,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-017,ACT-017-S03,V-3120,Fuel and Lubricants,Fuel and Lubricants - Legal Advisory Services,518000,0,518000,,,PV-325703,Paid,2026-02-19,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010683,FY2025/2026,2025-12-15,2025-12-15,DOC-160419,INV-671420,SUP-3938,Equipment,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-028,ACT-028-S01,V-5130,Security Services,Security Services - Project Management,287000,0,287000,CMT-600883,PO-135948,PV-692650,Paid,2026-01-07,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010684,FY2025/2026,2026-04-07,2026-04-08,DOC-262673,INV-815845,SUP-4406,Construction,PRG-06,DIR-06,CC-006,RG-01,FS-01,DON-00,ACT-016,ACT-016-S02,V-5110,Professional Services,Professional Services - Cybersecurity and Data Protection,54000,8600,45400,,PO-581613,PV-265139,Paid,2026-04-24,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010685,FY2025/2026,2025-09-12,2025-09-13,DOC-496332,INV-591396,SUP-8744,ICT Services,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-024,ACT-024-S02,V-3110,Fuel and Lubricants,Fuel and Lubricants - Monitoring and Evaluation,133000,21300,111700,CMT-882037,,PV-809886,Paid,2025-10-28,FY2025/2026-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010686,FY2025/2026,2026-05-24,2026-05-25,DOC-178346,INV-783716,SUP-1462,Training,PRG-11,DIR-11,CC-031,RG-01,FS-02,DON-00,ACT-025,ACT-025-S01,V-2110,Training,Training - Technical Service Delivery,464000,74200,389800,CMT-784697,,PV-388322,Paid,2026-06-03,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010687,FY2025/2026,2025-07-14,2025-07-17,DOC-864410,INV-228136,SUP-1929,Equipment,PRG-05,DIR-05,CC-005,RG-01,FS-01,DON-00,ACT-011,ACT-011-S02,V-2230,Equipment,Equipment - Procurement Planning,78000,12500,65500,,PO-423637,PV-958178,Pending Payment,,FY2025/2026-M01,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010688,FY2025/2026,2026-01-14,2026-01-14,DOC-627671,INV-238190,SUP-4450,Consultancy,PRG-12,DIR-12,CC-024,RG-05,FS-04,DON-04,ACT-028,ACT-028-S01,V-2110,Equipment,Equipment - Project Management,365000,0,365000,CMT-800078,PO-470551,PV-790560,Paid,2026-02-07,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010689,FY2025/2026,2025-08-14,2025-08-16,DOC-841314,INV-619382,SUP-6654,Maintenance,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-018,ACT-018-S02,V-2450,Professional Services,Professional Services - Contract Review and Litigation,313000,0,313000,,,PV-354762,Paid,2025-09-24,FY2025/2026-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010690,FY2025/2026,2026-04-05,2026-04-08,DOC-739987,INV-260541,SUP-5768,Security Services,PRG-10,DIR-10,CC-010,RG-01,FS-02,DON-00,ACT-023,ACT-023-S02,V-2230,Fuel and Lubricants,Fuel and Lubricants - Research and Studies,423000,0,423000,,PO-194613,PV-351357,Paid,2026-05-12,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010691,FY2025/2026,2025-08-19,2025-08-19,DOC-939844,INV-248505,SUP-2988,Printing and Stationery,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-007,ACT-007-S01,V-4110,Construction,Construction - Performance Monitoring and Reporting,294000,0,294000,,PO-840151,PV-808446,Paid,2025-09-10,FY2025/2026-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010692,FY2025/2026,2026-04-05,2026-04-09,DOC-735877,INV-571892,SUP-1651,Training,PRG-11,DIR-11,CC-030,RG-07,FS-04,DON-02,ACT-025,ACT-025-S01,V-2240,Training,Training - Technical Service Delivery,67000,0,67000,CMT-165009,,PV-882047,Paid,2026-05-07,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010693,FY2025/2026,2025-12-02,2025-12-04,DOC-954273,INV-609654,SUP-1398,ICT Services,PRG-02,DIR-02,CC-002,RG-01,FS-05,DON-04,ACT-035,ACT-035-S02,V-2212,Construction,Construction - Revenue Collection and Management,64000,10200,53800,CMT-473094,,PV-491078,Pending Payment,,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010694,FY2025/2026,2025-10-13,2025-10-18,DOC-704830,INV-340630,SUP-2086,ICT Services,PRG-12,DIR-12,CC-028,RG-02,FS-01,DON-00,ACT-027,ACT-027-S01,V-2420,Utilities,Utilities - Infrastructure Construction,493000,0,493000,CMT-776605,,PV-863641,Paid,2025-11-07,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010695,FY2025/2026,2025-10-06,2025-10-06,DOC-160824,INV-680999,SUP-2946,Professional Services,PRG-12,DIR-12,CC-028,RG-02,FS-02,DON-00,ACT-028,ACT-028-S01,V-3140,Travel and Accommodation,Travel and Accommodation - Project Management,336000,53800,282200,CMT-930275,PO-681975,PV-671217,Paid,2025-11-16,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010696,FY2025/2026,2025-09-24,2025-09-28,DOC-922391,INV-198751,SUP-9006,Training,PRG-13,DIR-13,CC-014,RG-01,FS-02,DON-00,ACT-030,ACT-030-S01,V-2410,ICT Services,ICT Services - Community Outreach,477000,0,477000,CMT-763118,PO-857323,PV-352392,Paid,2025-10-04,FY2025/2026-M03,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010697,FY2025/2026,2026-03-12,2026-03-15,DOC-521412,INV-377316,SUP-8065,Maintenance,PRG-08,DIR-08,CC-008,RG-01,FS-04,DON-01,ACT-020,ACT-020-S01,V-2540,Training,Training - Risk Assessment and Management,580000,92800,487200,,,PV-509492,Pending Payment,,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010698,FY2025/2026,2026-04-06,2026-04-06,DOC-294652,INV-738492,SUP-2021,ICT Services,PRG-12,DIR-12,CC-012,RG-01,FS-05,DON-03,ACT-040,ACT-040-S01,V-5110,Maintenance,Maintenance - Environmental and Social Safeguards,66000,0,66000,,PO-583958,PV-822387,Paid,2026-05-13,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010699,FY2025/2026,2025-12-29,2026-01-01,DOC-506720,INV-153642,SUP-6377,Training,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-040,ACT-040-S01,V-2390,Medical Supplies,Medical Supplies - Environmental and Social Safeguards,428000,68500,359500,CMT-619162,PO-380615,PV-681908,Pending Payment,,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010700,FY2025/2026,2026-05-04,2026-05-09,DOC-271255,INV-798789,SUP-4880,ICT Services,PRG-11,DIR-11,CC-032,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2380,Medical Supplies,Medical Supplies - Equipment Maintenance and Repair,775000,0,775000,,PO-368790,PV-511212,Pending Payment,,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010701,FY2025/2026,2026-01-27,2026-01-30,DOC-958619,INV-625265,SUP-4432,Security Services,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-006,ACT-006-S01,V-3140,Security Services,Security Services - Strategic Planning,486000,0,486000,CMT-592991,PO-510336,PV-732349,Paid,2026-02-13,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010702,FY2025/2026,2025-10-01,2025-10-04,DOC-262821,INV-549707,SUP-3213,Consultancy,PRG-12,DIR-12,CC-022,RG-02,FS-01,DON-00,ACT-028,ACT-028-S01,V-2540,Office Furniture,Office Furniture - Project Management,202000,0,202000,CMT-234347,,PV-236621,Paid,2025-11-17,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010703,FY2025/2026,2026-01-06,2026-01-08,DOC-846448,INV-817710,SUP-4643,Printing and Stationery,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2120,Fuel and Lubricants,Fuel and Lubricants - Community Outreach,303000,0,303000,CMT-808411,,PV-382404,Paid,2026-02-12,FY2025/2026-M07,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010704,FY2025/2026,2025-11-18,2025-11-21,DOC-365133,INV-309305,SUP-5331,Training,PRG-13,DIR-13,CC-016,RG-03,FS-01,DON-00,ACT-029,ACT-029-S03,V-2110,ICT Services,ICT Services - Regional Service Coordination,284000,0,284000,CMT-268960,,PV-424006,Paid,2025-11-28,FY2025/2026-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010705,FY2025/2026,2025-10-20,2025-10-22,DOC-792065,INV-290181,SUP-7158,Consultancy,PRG-11,DIR-11,CC-029,RG-02,FS-01,DON-00,ACT-026,ACT-026-S02,V-3130,Construction,Construction - Equipment Maintenance and Repair,127000,0,127000,CMT-232608,,PV-640770,Paid,2025-12-06,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010706,FY2025/2026,2026-04-25,2026-04-27,DOC-498597,INV-453445,SUP-9358,Fuel and Lubricants,PRG-12,DIR-12,CC-024,RG-05,FS-02,DON-00,ACT-027,ACT-027-S01,V-4110,Printing and Stationery,Printing and Stationery - Infrastructure Construction,325000,52000,273000,,PO-558068,PV-314315,Cancelled,,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010707,FY2025/2026,2025-10-03,2025-10-06,DOC-928179,INV-133589,SUP-6057,Fuel and Lubricants,PRG-13,DIR-13,CC-018,RG-05,FS-01,DON-00,ACT-029,ACT-029-S03,V-4120,Security Services,Security Services - Regional Service Coordination,573000,0,573000,,PO-993180,PV-225047,Paid,2025-11-09,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010708,FY2025/2026,2026-03-12,2026-03-12,DOC-828226,INV-328219,SUP-8344,Travel and Accommodation,PRG-13,DIR-13,CC-017,RG-04,FS-01,DON-00,ACT-029,ACT-029-S03,V-2530,Consultancy,Consultancy - Regional Service Coordination,176000,28200,147800,,,PV-334376,Paid,2026-04-13,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010709,FY2025/2026,2025-11-12,2025-11-14,DOC-159090,INV-863394,SUP-9279,Travel and Accommodation,PRG-13,DIR-13,CC-020,RG-07,FS-01,DON-00,ACT-030,ACT-030-S01,V-2211,Printing and Stationery,Printing and Stationery - Community Outreach,643000,0,643000,,PO-170533,PV-903710,Pending Payment,,FY2025/2026-M05,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010710,FY2025/2026,2026-05-29,2026-05-31,DOC-391124,INV-923795,SUP-8823,Construction,PRG-10,DIR-10,CC-010,RG-01,FS-01,DON-00,ACT-023,ACT-023-S02,V-2510,Utilities,Utilities - Research and Studies,496000,79400,416600,,,PV-536827,Paid,2026-06-22,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010711,FY2025/2026,2026-04-22,2026-04-26,DOC-274262,INV-349847,SUP-8445,Maintenance,PRG-12,DIR-12,CC-022,RG-02,FS-02,DON-00,ACT-028,ACT-028-S02,V-2250,Fuel and Lubricants,Fuel and Lubricants - Project Management,563000,90100,472900,,,PV-119573,Paid,2026-05-01,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010712,FY2025/2026,2025-08-18,2025-08-20,DOC-432488,INV-293786,SUP-2414,Fuel and Lubricants,PRG-12,DIR-12,CC-024,RG-05,FS-04,DON-03,ACT-028,ACT-028-S02,V-4110,Travel and Accommodation,Travel and Accommodation - Project Management,176000,0,176000,CMT-495380,PO-734658,PV-651957,Paid,2025-10-02,FY2025/2026-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010713,FY2025/2026,2026-05-05,2026-05-05,DOC-643091,INV-534910,SUP-1680,ICT Services,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-027,ACT-027-S01,V-5130,Travel and Accommodation,Travel and Accommodation - Infrastructure Construction,125000,20000,105000,CMT-444888,PO-146590,PV-959706,Paid,2026-05-12,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010714,FY2025/2026,2026-02-22,2026-02-23,DOC-512917,INV-708132,SUP-4056,ICT Services,PRG-13,DIR-13,CC-013,RG-01,FS-01,DON-00,ACT-030,ACT-030-S01,V-2212,Security Services,Security Services - Community Outreach,159000,0,159000,,,PV-549950,Paid,2026-03-30,FY2025/2026-M08,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010715,FY2025/2026,2026-03-17,2026-03-22,DOC-968080,INV-239324,SUP-5084,Equipment,PRG-12,DIR-12,CC-012,RG-01,FS-02,DON-00,ACT-027,ACT-027-S01,V-2211,Travel and Accommodation,Travel and Accommodation - Infrastructure Construction,188000,0,188000,,,PV-857803,Paid,2026-04-12,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Warning
TXN-0010716,FY2025/2026,2026-03-04,2026-03-08,DOC-350816,INV-550077,SUP-7717,Equipment,PRG-07,DIR-07,CC-007,RG-01,FS-01,DON-00,ACT-018,ACT-018-S02,V-2510,Equipment,Equipment - Contract Review and Litigation,333000,0,333000,,PO-674207,PV-292269,Cancelled,,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010717,FY2025/2026,2026-05-18,2026-05-21,DOC-201331,INV-161142,SUP-9321,Travel and Accommodation,PRG-11,DIR-11,CC-032,RG-01,FS-03,DON-00,ACT-026,ACT-026-S01,V-2380,Consultancy,Consultancy - Equipment Maintenance and Repair,630000,0,630000,CMT-527129,,PV-543781,Paid,2026-06-01,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010718,FY2025/2026,2026-04-05,2026-04-06,DOC-358821,INV-458382,SUP-5648,Maintenance,PRG-11,DIR-11,CC-030,RG-07,FS-01,DON-00,ACT-025,ACT-025-S02,V-2220,Consultancy,Consultancy - Technical Service Delivery,297000,0,297000,CMT-620065,PO-295461,PV-706454,Paid,2026-05-19,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010719,FY2025/2026,2025-12-20,2025-12-25,DOC-587464,INV-924832,SUP-8754,Consultancy,PRG-12,DIR-12,CC-012,RG-01,FS-01,DON-00,ACT-028,ACT-028-S02,V-2120,Travel and Accommodation,Travel and Accommodation - Project Management,481000,0,481000,,PO-221430,PV-237458,Cancelled,,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010720,FY2025/2026,2025-08-05,2025-08-07,DOC-179866,INV-958828,SUP-6705,Training,PRG-09,DIR-09,CC-009,RG-01,FS-01,DON-00,ACT-021,ACT-021-S02,V-5110,Training,Training - Public Communications,72000,0,72000,CMT-557093,PO-308915,PV-682344,Paid,2025-09-15,FY2025/2026-M02,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010721,FY2025/2026,2026-05-25,2026-05-30,DOC-530786,INV-123839,SUP-3808,Consultancy,PRG-12,DIR-12,CC-026,RG-04,FS-01,DON-00,ACT-028,ACT-028-S01,V-2440,Training,Training - Project Management,84000,0,84000,,PO-538330,PV-250558,Paid,2026-07-04,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010722,FY2025/2026,2025-12-11,2025-12-13,DOC-844722,INV-704999,SUP-9257,Equipment,PRG-12,DIR-12,CC-012,RG-01,FS-02,DON-00,ACT-028,ACT-028-S01,V-2460,Professional Services,Professional Services - Project Management,458000,73300,384700,,PO-509313,PV-554810,Cancelled,,FY2025/2026-M06,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010723,FY2025/2026,2025-10-20,2025-10-24,DOC-390762,INV-215506,SUP-7869,Professional Services,PRG-13,DIR-13,CC-014,RG-01,FS-01,DON-00,ACT-029,ACT-029-S03,V-3110,Security Services,Security Services - Regional Service Coordination,58000,0,58000,,,PV-566049,Paid,2025-11-17,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010724,FY2025/2026,2025-10-21,2025-10-24,DOC-613914,INV-259112,SUP-9587,Fuel and Lubricants,PRG-12,DIR-12,CC-028,RG-02,FS-02,DON-00,ACT-040,ACT-040-S01,V-2211,Travel and Accommodation,Travel and Accommodation - Environmental and Social Safeguards,188000,0,188000,CMT-250373,PO-967378,PV-308247,Paid,2025-11-02,FY2025/2026-M04,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010725,FY2025/2026,2026-04-13,2026-04-18,DOC-180475,INV-197251,SUP-4950,Equipment,PRG-11,DIR-11,CC-029,RG-02,FS-02,DON-00,ACT-026,ACT-026-S02,V-2110,Maintenance,Maintenance - Equipment Maintenance and Repair,439000,70200,368800,CMT-718253,PO-878201,PV-211537,Paid,2026-05-23,FY2025/2026-M10,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010726,FY2025/2026,2026-03-25,2026-03-26,DOC-677829,INV-123897,SUP-8038,Maintenance,PRG-11,DIR-11,CC-011,RG-01,FS-01,DON-00,ACT-026,ACT-026-S01,V-2410,Professional Services,Professional Services - Equipment Maintenance and Repair,564000,0,564000,,PO-450014,PV-288577,Paid,2026-05-06,FY2025/2026-M09,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010727,FY2025/2026,2026-05-18,2026-05-21,DOC-825012,INV-555041,SUP-8409,ICT Services,PRG-04,DIR-04,CC-004,RG-01,FS-01,DON-00,ACT-008,ACT-008-S02,V-4110,Training,Training - Staff Recruitment and Selection,91000,14600,76400,CMT-490307,,PV-317486,Paid,2026-06-19,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010728,FY2025/2026,2026-05-15,2026-05-20,DOC-575247,INV-846494,SUP-4732,Security Services,PRG-12,DIR-12,CC-024,RG-05,FS-01,DON-00,ACT-027,ACT-027-S01,V-3120,Professional Services,Professional Services - Infrastructure Construction,202000,0,202000,CMT-513855,,PV-852013,Paid,2026-05-31,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010729,FY2025/2026,2026-05-10,2026-05-13,DOC-444148,INV-493194,SUP-1947,Fuel and Lubricants,PRG-03,DIR-03,CC-003,RG-01,FS-01,DON-00,ACT-007,ACT-007-S01,V-5110,Cleaning Services,Cleaning Services - Performance Monitoring and Reporting,885000,141600,743400,,PO-319928,PV-407156,Paid,2026-06-17,FY2025/2026-M11,Accounts Officer,Chief Accountant,IFMIS,Clean
TXN-0010730,FY2025/2026,2025-07-14,2025-07-14,DOC-326969,INV-842638,SUP-1766,Equipment,PRG-09,DIR-09,CC-009,RG-01,FS-02,DON-00,ACT-022,ACT-022-S02,V-2212,Travel and Accommodation,Travel and Accommodation - Stakeholder Engagement,97000,15500,81500,CMT-954967,PO-550283,PV-476800,Paid,2025-08-10,FY2025/2026-M01,Accounts Officer,Chief Accountant,IFMIS,Error
